"","suppdem","age","party_reg_state","party_primary_state","sex","combined_ethnicity_4way","single","married","num_children","children_3plus","hasreligion","catholic","christian","bible_reader","interest_in_religion","donrever_1","liberal_donor","conservative_donor","contbrel_1","contbpol_1","contbhlt_1","blue_collar","farmer","professional_technical","retired","apparel_1","bookmusc_1","electrnc_1","boatownr_1","cat_1","environm_1","outdgrdn_1","outdoor_1","guns_1","golf_1","investor_1","veteran_1","expensive_items_1","cnty_pct_religious","cnty_pct_evangelical","district_status","property_status","collapsed_educ","relative_income"
"5980","N",46,1,0,"F","W",0,1,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.75299,0.046538889,2,2,"1",1.258992806
"5981","N",55,1,0,"M","W",0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.30725,0.122488889,2,2,"1",1.567841262
"5982","N",32,0,0,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394,0.14003,2,2,"2",2.358137446
"5983","N",62,0,1,"M","W",0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0.59621,0.083348889,3,2,"2",1.042511294
"5984","N",24,0,1,"M","H",1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.62198,0.07292,1,2,"2",1.633045149
"5985","N",68,0,1,"M","W",0,1,3,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0.64008,0.535278889,1,2,"2",0.950950951
"5986","N",92,1,1,"M","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457628889,0.114908889,3,2,"2",0.445721839
"5987","Y",51,1,1,"F","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0.435568889,0.083408889,2,2,"2",0.686839889
"5988","Y",51,1,1,"M","W",0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0.63582,0.06778,2,2,"4",1.497975709
"5989","N",60,1,0,"F","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0.34605,0.092068889,2,2,"2",0.42962963
"5990","Y",50,1,0,"M","H",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0.35761,0.077238889,2,2,"2",0.996235008
"5991","Y",31,0,0,"F","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430588889,0.086068889,2,0,"2",1.496489007
"5992","N",40,0,1,"F","W",0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.411578889,0.197438889,2,2,"1",1.313485114
"5993","N",50,1,0,"F","W",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0.75836,0.607278889,1,2,"2",1.074705834
"5994","N",59,0,1,"M","W",1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0.40322,0.10434,1,2,"2",0.858109131
"5995","N",84,1,0,"M","W",0,1,3,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0.49511,0.056618889,2,2,"4",0.779962065
"5996","N",76,0,0,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0.46862,0.09498,1,2,"2",0.72685382
"5997","Y",45,1,1,"M","B",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.418898889,0.21377,2,2,"1",1.433857539
"5998","Y",41,1,1,"F","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.22962,0.141288889,2,0,"2",1.227695464
"5999","Y",47,0,1,"F","H",0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0.57725,0.10873,3,2,"1",1.087299086
"6000","N",76,1,0,"F","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0.625628889,0.1579,2,2,"2",0.480644803
"6001","Y",37,0,1,"F","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462148889,0.163818889,3,1,"2",1.345718932
"6002","N",29,1,1,"F","W",0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.425818889,0.026588889,2,2,"1",3.128092546
"6003","N",80,1,1,"M","B",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0.41881,0.2498,1,2,"2",0.469956361
"6004","Y",63,1,0,"F","B",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0.35005,0.25922,1,2,"2",0.714597642
"6005","N",69,1,1,"F","A",0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0.457628889,0.114908889,3,2,"1",1.516208548
"6006","Y",37,1,1,"F","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39841,0.10026,2,2,"2",1.194168734
"6007","N",80,0,1,"F","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0.518288889,0.420398889,1,2,"2",0.492234993
"6008","Y",64,1,1,"F","W",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0.54572,0.02696,3,2,"4",2.17655184
"6009","N",64,1,0,"F","B",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0.555908889,0.308188889,2,2,"2",0.475589835
"6010","N",58,1,0,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0.58749,0.1903,1,2,"2",2.333810133
"6011","N",71,1,1,"M","W",0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0.35687,0.128698889,2,2,"2",1.098379425
"6012","Y",76,1,1,"M","B",0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0.57119,0.412898889,2,2,"1",2.876042565
"6013","Y",65,1,1,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.40405,0.104858889,1,2,"2",1.23261547
"6014","N",62,1,1,"F","W",0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.51461,0.103608889,3,2,"2",1.704889182
"6015","N",23,0,0,"F","W",0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0.43311,0.10106,3,2,"1",18.33348611
"6016","N",21,0,1,"M","H",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.49254,0.32785,2,2,"2",0.782919656
"6017","N",85,1,0,"F","W",0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.319698889,0.047718889,1,2,"2",1.262154076
"6018","Y",87,1,1,"F","W",0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0.39073,0.140008889,2,2,"4",0.421762969
"6019","N",67,0,1,"F","W",0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0.552138889,0.301078889,2,2,"1",0.917135563
"6020","N",64,0,1,"M","W",0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0.4078,0.303188889,1,2,"2",0.905877547
"6021","N",42,1,1,"F","W",0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0.478448889,0.02517,1,2,"1",1.649294102
"6022","N",45,1,0,"M","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.218258889,0.09167,2,2,"2",1.267509506
"6023","N",83,0,1,"M","H",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.487188889,0.09723,2,2,"2",1.629481073
"6024","Y",63,0,0,"F","W",0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0.552278889,0.18906,1,2,"4",0.899387398
"6025","N",34,0,1,"F","B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.401898889,0.25346,2,1,"2",1.229434099
"6026","N",66,1,0,"M","W",0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0.602288889,0.420388889,2,2,"2",1.47639759
"6027","Y",50,1,0,"F","B",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0.52387,0.072218889,1,2,"2",1.422112019
"6028","N",57,1,1,"M","W",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0.531008889,0.32431,2,2,"4",1.266143327
"6029","N",53,0,0,"M","W",0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0.543398889,0.14065,2,2,"2",0.56653479
"6030","N",34,1,0,"U","W",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.745548889,0.00483,2,2,"2",1.549066687
"6031","N",51,0,0,"M","W",0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0.505318889,0.129598889,2,2,"2",0.829388303
"6032","Y",33,0,1,"M","B",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.40423,0.1239,3,2,"4",0.370539277
"6033","Y",20,0,0,"F","B",1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.65033,0.37712,1,1,"2",0.623232178
"6034","Y",50,1,1,"F","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.34999,0.08509,3,2,"2",1.494688518
"6035","N",64,1,0,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0.435078889,0.121988889,2,2,"4",1.443723876
"6036","Y",22,0,1,"M","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.53746,0.24725,2,2,"2",2.031424899
"6037","Y",43,1,0,"F","B",0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0.36016,0.101488889,2,2,"2",0.726417379
"6038","N",73,1,0,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0.35761,0.077238889,2,2,"4",1.525621466
"6039","N",82,1,1,"M","W",0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0.457628889,0.114908889,3,2,"1",0.416822376
"6040","Y",71,1,0,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0.41579,0.193438889,2,2,"4",0.736766014
"6041","N",71,0,0,"M","W",0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.32824,0.190478889,1,2,"4",1.331203408
"6042","N",34,1,1,"F","W",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.39073,0.140008889,3,2,"4",1.169094787
"6043","N",22,0,0,"M","B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.496208889,0.15025,2,1,"2",1.363349184
"6044","N",30,0,0,"M","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.51661,0.16278,2,2,"4",1.010003182
"6045","N",34,1,0,"F","W",0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.485448889,0.143228889,2,2,"2",0.742548
"6046","Y",62,0,1,"F","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0.57024,0.24062,2,2,"2",0.793751015
"6047","Y",37,1,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0.464138889,0.182758889,2,2,"1",2.183488311
"6048","Y",43,1,0,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0.35761,0.077238889,2,0,"1",3.90835926
"6049","N",64,1,0,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0.503648889,0.18218,2,2,"1",1.077969952
"6050","N",34,0,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44961,0.0957,2,2,"1",1.313581586
"6051","Y",22,0,1,"F","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.56435,0.168258889,3,2,"2",2.279131444
"6052","N",58,1,1,"M","W",0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.457628889,0.114908889,3,2,"2",0.427346846
"6053","N",62,1,1,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0.47604,0.05845,2,2,"1",0.759535247
"6054","Y",55,0,0,"F","B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772528889,0.50749,2,0,"2",0.76583476
"6055","Y",28,1,0,"M","H",0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.37398,0.042978889,3,2,"2",1.716420422
"6056","N",71,1,0,"F","W",0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35761,0.077238889,3,2,"2",0.463531016
"6057","Y",59,1,1,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0.687628889,0.047158889,2,2,"2",1.640672874
"6058","Y",56,0,1,"F","B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.658,0.222038889,3,2,"2",1.639015253
"6059","N",28,1,1,"F","W",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0.35687,0.128698889,1,2,"2",1.070562675
"6060","N",54,0,0,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382818889,0.267,1,0,"2",1.190617931
"6061","N",84,0,1,"M","W",0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0.40423,0.1239,2,2,"2",0.485527956
"6062","N",50,1,1,"F","H",0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.32447,0.09237,2,2,"1",1.321229832
"6063","N",54,1,0,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.34862,0.139668889,2,2,"2",1.427931459
"6064","N",54,1,1,"F","H",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.288008889,0.092818889,2,2,"2",0.921773106
"6065","Y",30,0,1,"M","H",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36111,0.09162,2,1,"2",0.434848202
"6066","N",48,1,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.464138889,0.182758889,2,2,"1",0.837788239
"6067","N",74,1,1,"F","W",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0.48797,0.029218889,1,1,"2",0.387446726
"6068","N",60,0,1,"M","B",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0.544008889,0.286078889,2,2,"2",1.534729442
"6069","Y",50,0,1,"M","B",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.26556,0.13858,2,2,"4",1.15632227
"6070","Y",81,1,0,"F","W",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.590658889,0.082628889,1,2,"2",0.461886882
"6071","N",90,1,0,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0.64235,0.030468889,2,2,"2",0.199300235
"6072","N",40,0,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.62033,0.36461,2,2,"1",1.062269793
"6073","Y",22,1,1,"M","H",0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0.39986,0.119658889,3,2,"2",2.084620136
"6074","Y",51,0,0,"M","A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0.392948889,0.09684,3,2,"1",1.289781044
"6075","N",62,1,0,"M","W",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0.35761,0.077238889,3,2,"2",1.656852428
"6076","Y",34,0,1,"F","H",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.462148889,0.163818889,2,2,"1",1.596343533
"6077","N",69,0,1,"M","W",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.639258889,0.22168,2,2,"2",0.53427065
"6078","N",24,0,1,"M","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.40322,0.10434,1,2,"2",1.147257583
"6079","N",52,1,1,"F","W",0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0.25518,0.08309,2,1,"2",2.307483486
"6080","Y",44,1,1,"M","B",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.39073,0.140008889,3,2,"2",3.400857608
"6081","N",54,1,1,"M","W",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.471958889,0.122958889,3,2,"2",2.301891785
"6082","N",51,1,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.44918,0.10364,1,2,"2",1.000522661
"6083","N",41,1,0,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.896288889,0.157865133,1,2,"2",1.355416708
"6084","Y",23,1,0,"M","W",0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0.513,0.199818889,1,2,"2",0.406073048
"6085","Y",86,1,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.531008889,0.32431,1,2,"2",0.45659381
"6086","N",49,1,1,"F","W",0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0.39841,0.10026,2,2,"1",2.443856109
"6087","Y",19,1,0,"M","W",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.3085,0.110908889,3,2,"2",0.320501081
"6088","Y",57,1,0,"M","B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0.354378889,0.119988889,1,2,"2",2.078736128
"6089","N",54,0,0,"M","W",0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.54683,0.23455,2,2,"1",1.505321135
"6090","N",83,1,0,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.53511,0.04302,2,2,"2",0.309630579
"6091","Y",65,1,0,"M","H",0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.49424,0.03796,3,2,"2",2.00850026
"6092","N",37,0,1,"M","W",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4998,0.26156,2,2,"2",2.679017932
"6093","N",60,1,1,"M","W",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0.293588889,0.07828,3,2,"1",1.092842496
"6094","Y",72,1,0,"F","W",0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0.57383,0.053788889,2,2,"2",0.661907852
"6095","N",92,0,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.528138889,0.495778889,1,2,"2",0.341538386
"6096","N",47,0,0,"M","W",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0.362508889,0.118218889,2,2,"2",1.016784309
"6097","N",76,1,1,"M","W",0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.478448889,0.02517,2,2,"2",1.22731867
"6098","Y",72,0,1,"F","W",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.76425,0.587148889,1,2,"2",0.424278726
"6099","N",42,0,1,"F","W",0,1,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0.61447,0.26006,2,2,"1",1.003758258
"6100","N",45,1,0,"F","W",0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.40706,0.17409,2,2,"1",2.455727035
"6101","Y",65,1,0,"F","B",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.397578889,0.108878889,3,2,"1",0.639386189
"6102","Y",21,1,0,"F","A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49424,0.03796,3,2,"2",1.346196993
"6103","Y",57,1,1,"F","W",0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.37073,0.111098889,3,2,"1",1.845101481
"6104","N",39,1,1,"M","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0.309938889,0.05274,2,2,"2",3.049077959
"6105","N",27,1,0,"F","W",0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0.73237,0.02671,3,2,"1",0.40457657
"6106","N",78,1,0,"M","W",1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.33675,0.143378889,2,2,"4",1.258162128
"6107","N",49,0,0,"F","W",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0.54683,0.23455,2,2,"2",0.813140348
"6108","Y",72,1,1,"F","B",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.66162,0.056148889,3,1,"2",1.361835589
"6109","N",76,0,1,"F","W",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0.495128889,0.269958889,2,2,"2",0.9346484
